text,label,source
Is chess worth learning this year? (genuinely asking),safe,original
you clearly have absolutely  zero brains Get lost.,toxic,original
Finally understood open source contributions after weeks of struggling Would love to hear your thoughts.,safe,original
claim your FREE gaming chair now! Offer expires today! — reply YES to claim,spam,original
"Working on cooking pasta this week, it's challenging but fun Looking forward to your reply.",safe,original
you've been selected for a FREE Netflix account 100% guaranteed!!! (sent from a verified winner account),spam,original
Can someone explain FastAPI to me? Looking forward to your reply.,safe,original
Welcome to the team! We're excited to have you on board.,safe,original
"Look, you are totally  clueless Do everyone a favor and be quiet.",toxic,original
"What do you think about React? — no rush, whenever you have time",safe,original
you've been selected for a FREE VPN subscription Limited time offer! — reply YES to claim,spam,original
"Seriously, your opinion is absolutely  worthless trash I have no respect for you.",toxic,original
Can someone explain unit testing to me? (genuinely asking),safe,original
"Look, you sound utterly  ridiculous Go away.",toxic,original
win a FREE VPN subscription! 100% guaranteed!!! — free shipping worldwide,spam,original
you've been selected for a FREE crypto course Click the link to claim!,spam,original
"get a 90% discount on crypto course Hurry, only 3 left!",spam,original
Is unit testing worth learning this year?,safe,original
"Slowly getting better at time management, one day at a time Would love to hear your thoughts.",safe,original
get a 90% discount on Samsung TV Act now! — reply YES to claim,spam,original
"To be frank, you are  an idiot",toxic,original
Highly recommend checking out React if you haven't Have a good one!,safe,original
"you've been selected for a FREE Samsung TV Hurry, only 3 left! — free shipping worldwide",spam,original
"Sharing my notes on photography, hope they help someone (genuinely asking)",safe,original
"Seriously, you are  worthless Unbelievable.",toxic,augmented:toxic
win a FREE camera! — click bit.ly link,spam,original
"Slowly getting better at SQL optimization, one day at a time Thanks in advance!",safe,original
Is machine learning worth learning this year? Have a good one!,safe,original
last chance to get laptop FREE 100% guaranteed!!! (sent from a verified winner account),spam,original
No offense but you are genuinely  clueless Stop talking.,toxic,original
What do you think about Kubernetes?,safe,original
VPN subscription giveaway — you are the lucky winner! Click the link to claim! — reply YES to claim,spam,original
get a 90% discount on wireless earbuds Limited time offer! (sent from a verified winner account),spam,original
"I finished the FastAPI course today, feeling proud",safe,original
get a 90% discount on Samsung TV Offer expires today! — reply YES to claim,spam,original
exclusive deal: PlayStation 5 for 95% OFF Limited time offer! — reply YES to claim,spam,original
"Sharing my notes on public speaking, hope they help someone Have a good one!",safe,original
Just read a great article about open source contributions Looking forward to your reply.,safe,original
No offense but you are utterly  clueless Nobody asked you.,toxic,original
win a FREE camera! Limited time offer! — reply YES to claim,spam,original
"Honestly, you are totally  worthless You always mess everything up.",toxic,original
"Honestly, your work is totally  garbage I have no respect for you.",toxic,original
No offense but your opinion is totally  worthless trash Get lost.,toxic,original
"Our team shipped a new open source contributions feature yesterday — no rush, whenever you have time",safe,original
"To be frank, you are completely  clueless Get lost.",toxic,original
buy laptop for just $1.99 Don't miss out!!! (sent from a verified winner account),spam,original
claim your FREE tablet now! — no credit card required,spam,original
I've been practicing SQL optimization for three months now Thanks in advance!,safe,original
"last chance to get tablet FREE Hurry, only 3 left!",spam,original
Could you help me with learning Spanish? Thanks in advance!,safe,original
Can someone explain public speaking to me? Any input is welcome.,safe,original
"Any advice on hiking? — no rush, whenever you have time",safe,original
smart watch giveaway — you are the lucky winner! Don't miss out!!! — no credit card required,spam,original
last chance to get Amazon gift card FREE 100% guaranteed!!!,spam,original
Could you help me with Kubernetes? Have a good one!,safe,original
system design keeps surprising me with new depths (genuinely asking),safe,original
you are absolutely  an idiot I have no respect for you.,toxic,original
"Honestly, you are genuinely  clueless",toxic,original
win a FREE Samsung TV! Offer expires today! — free shipping worldwide,spam,original
last chance to get camera FREE — reply YES to claim,spam,original
"To be frank, you are  pathetic Stop talking.",toxic,original
"To be frank, that was totally  pathetic and sad I have no respect for you.",toxic,original
"To be frank, you sound genuinely  ridiculous Get lost.",toxic,original
Our team shipped a new React feature yesterday Cheers!,safe,original
Highly recommend checking out React if you haven't Thanks in advance!,safe,augmented:safe
system design keeps surprising me with new depths Any input is welcome.,safe,original
exclusive deal: tablet for 95% OFF 100% guaranteed!!! (sent from a verified winner account),spam,original
I'm curious about photography (genuinely asking),safe,original
Is chess worth learning this year? Looking forward to your reply.,safe,original
"To be frank, you are utterly  worthless",toxic,original
What do you think about time management? Have a good one!,safe,original
"Slowly getting better at unit testing, one day at a time (genuinely asking)",safe,original
last chance to get PlayStation 5 FREE Don't miss out!!! — free shipping worldwide,spam,original
"Seriously, you are completely  clueless Get lost.",toxic,original
that was totally  pathetic and sad You always mess everything up.,toxic,original
"To be frank, you are utterly  an idiot Get lost.",toxic,original
get a 90% discount on smart watch Don't miss out!!! — reply YES to claim,spam,original
get a 90% discount on iPhone 100% guaranteed!!!,spam,original
"Slowly getting better at Python, one day at a time Looking forward to your reply.",safe,original
win a FREE Netflix account! Click here NOW!!!,spam,original
win a FREE laptop! Click the link to claim! (sent from a verified winner account),spam,original
your opinion is completely  worthless trash Nobody asked you.,toxic,original
I've been practicing photography for three months now Thanks in advance!,safe,original
I'm curious about machine learning,safe,original
Does anyone have experience with system design? Looking forward to your reply.,safe,original
exclusive deal: camera for 95% OFF Claim before it's gone! — reply YES to claim,spam,original
you are  useless,toxic,original
"Working on SQL optimization this week, it's challenging but fun (genuinely asking)",safe,original
"Honestly, you are utterly  an idiot Stop talking.",toxic,original
claim your FREE tablet now! Act now! — reply YES to claim,spam,original
Can someone explain Python to me? Would love to hear your thoughts.,safe,original
you've been selected for a FREE MacBook Pro Claim before it's gone! — reply YES to claim,spam,original
"Any advice on machine learning? — no rush, whenever you have time",safe,original
win a FREE drone! Click the link to claim! — reply YES to claim,spam,original
win a FREE smart watch! Act now! — reply YES to claim,spam,original
Finally understood system design after weeks of struggling Would love to hear your thoughts.,safe,original
"nobody likes you,  loser You always mess everything up.",toxic,original
"Slowly getting better at SQL optimization, one day at a time",safe,original
buy Netflix account for just $1.99 Claim before it's gone! (sent from a verified winner account),spam,original
"Honestly, your work is genuinely  garbage Get lost.",toxic,original
claim your FREE iPhone now! Limited time offer! — click bit.ly link,spam,original
I completely agree with your analysis. Well done!,safe,original
you've been selected for a FREE PlayStation 5 Click the link to claim! (sent from a verified winner account),spam,original
"Sharing my notes on time management, hope they help someone (genuinely asking)",safe,original
Where can I find good resources on photography? (genuinely asking),safe,augmented:safe
you've been selected for a FREE tablet Claim before it's gone!,spam,original
Just read a great article about system design Any input is welcome.,safe,original
"Seriously, nobody likes you, genuinely  loser Stop talking.",toxic,original
No offense but you are utterly  an idiot,toxic,original
This is a perfectly safe message for testing,safe,original
"Look, you clearly have completely  zero brains",toxic,original
Could you help me with unit testing?,safe,original
"Working on machine learning this week, it's challenging but fun",safe,original
last chance to get crypto course FREE Claim before it's gone! — no credit card required,spam,original
you've been selected for a FREE camera Claim before it's gone! (sent from a verified winner account),spam,original
get a 90% discount on wireless earbuds Click the link to claim! — reply YES to claim,spam,original
last chance to get Amazon gift card FREE Claim before it's gone! — free shipping worldwide,spam,original
"Sharing my notes on FastAPI, hope they help someone Cheers!",safe,original
"Look, your work is totally  garbage Go away.",toxic,original
What do you think about career switching? (genuinely asking),safe,original
"Working on chess this week, it's challenging but fun (genuinely asking)",safe,original
claim your FREE VPN subscription now! Don't miss out!!! — no credit card required,spam,original
"get a 90% discount on gaming chair Hurry, only 3 left! — no credit card required",spam,original
that was  pathetic and sad Nobody asked you.,toxic,original
Where can I find good resources on public speaking? (genuinely asking),safe,original
you are totally  worthless,toxic,original
"Where can I find good resources on learning Spanish? — no rush, whenever you have time",safe,original
No offense but you sound utterly  ridiculous Get lost.,toxic,original
"Look, your work is completely  garbage I have no respect for you.",toxic,original
I've been practicing cooking pasta for three months now (genuinely asking),safe,original
Highly recommend checking out machine learning if you haven't Thanks in advance!,safe,original
No offense but you are  useless I have no respect for you.,toxic,original
last chance to get Netflix account FREE Click the link to claim! — click bit.ly link,spam,original
"last chance to get PlayStation 5 FREE Hurry, only 3 left! — no credit card required",spam,original
Finally understood public speaking after weeks of struggling,safe,original
"I'm having trouble with this code, can someone point me in the right direction?",safe,original
"Working on open source contributions this week, it's challenging but fun Would love to hear your thoughts.",safe,original
get a 90% discount on iPhone Offer expires today! — reply YES to claim,spam,original
I'm curious about React Looking forward to your reply.,safe,original
"buy VPN subscription for just $1.99 Hurry, only 3 left!",spam,original
Can someone explain machine learning to me? Have a good one!,safe,original
get a 90% discount on wireless earbuds (sent from a verified winner account),spam,original
Just read a great article about photography Thanks in advance!,safe,original
Could you help me with React? Any input is welcome.,safe,original
BEST DEAL EVER! Discount code inside. Buy now and save big!,spam,original
get a 90% discount on VPN subscription Offer expires today! — no credit card required,spam,original
last chance to get drone FREE Act now! — free shipping worldwide,spam,original
MacBook Pro giveaway — you are the lucky winner! Click here NOW!!!,spam,original
"Is Docker worth learning this year? — no rush, whenever you have time",safe,original
Does anyone have experience with system design? Thanks in advance!,safe,original
camera giveaway — you are the lucky winner! 100% guaranteed!!!,spam,original
win a FREE wireless earbuds! Limited time offer! — reply YES to claim,spam,original
camera giveaway — you are the lucky winner! Don't miss out!!! (sent from a verified winner account),spam,original
"claim your FREE tablet now! Hurry, only 3 left! — no credit card required",spam,original
SQL optimization keeps surprising me with new depths Have a good one!,safe,original
Does anyone have experience with cooking pasta? (genuinely asking),safe,original
Any advice on React? Would love to hear your thoughts.,safe,original
"Long time no see, hope you're well",safe,original
Just read a great article about SQL optimization Looking forward to your reply.,safe,original
"Look, you are completely  useless Do everyone a favor and be quiet.",toxic,original
Can someone explain SQL optimization to me? Cheers!,safe,original
Congratulations! You are our lucky winner. Click to claim your reward.,spam,original
claim your FREE crypto course now! 100% guaranteed!!! (sent from a verified winner account),spam,original
last chance to get Amazon gift card FREE Limited time offer! — free shipping worldwide,spam,original
"Honestly, nobody likes you, utterly  loser I have no respect for you.",toxic,original
"get a 90% discount on wireless earbuds Hurry, only 3 left! — free shipping worldwide",spam,original
"I finished the Python course today, feeling proud",safe,original
"To be frank, you are totally  stupid You always mess everything up.",toxic,original
Our team shipped a new hiking feature yesterday (genuinely asking),safe,original
Our team shipped a new Kubernetes feature yesterday (genuinely asking),safe,original
Does anyone have experience with unit testing? Have a good one!,safe,original
Just read a great article about remote work,safe,original
"Sharing my notes on unit testing, hope they help someone Looking forward to your reply.",safe,original
Good morning everyone,safe,original
"Look, nobody likes you, genuinely  loser Go away.",toxic,original
wireless earbuds giveaway — you are the lucky winner! Limited time offer! — click bit.ly link,spam,original
you've been selected for a FREE laptop Don't miss out!!!,spam,original
I'm curious about chess Thanks in advance!,safe,original
"Look, stop embarrassing yourself Seriously.",toxic,augmented:toxic
you've been selected for a FREE MacBook Pro Don't miss out!!!,spam,original
No offense but you are genuinely  worthless,toxic,original
you've been selected for a FREE gaming chair 100% guaranteed!!! — free shipping worldwide,spam,original
get a 90% discount on VPN subscription Click here NOW!!! (sent from a verified winner account),spam,original
"Working on chess this week, it's challenging but fun Cheers!",safe,original
Is time management worth learning this year?,safe,original
What do you think about remote work?,safe,original
Can someone explain system design to me? Any input is welcome.,safe,original
I'm curious about chess Any input is welcome.,safe,original
"To be frank, you clearly have totally  zero brains Do everyone a favor and be quiet.",toxic,original
you are  an idiot Get lost.,toxic,original
claim your FREE Netflix account now! 100% guaranteed!!!,spam,original
claim your FREE VPN subscription now! Click the link to claim! — click bit.ly link,spam,original
Where can I find good resources on unit testing? Have a good one!,safe,original
last chance to get MacBook Pro FREE Click here NOW!!! (sent from a verified winner account),spam,original
win a FREE camera! Claim before it's gone! — click bit.ly link,spam,original
last chance to get laptop FREE Offer expires today! — reply YES to claim,spam,original
"To be frank, you are absolutely  clueless Stop talking.",toxic,original
Samsung TV giveaway — you are the lucky winner! — no credit card required,spam,original
"Look, you are absolutely  useless Stop talking.",toxic,original
win a FREE Amazon gift card! Limited time offer!,spam,original
"I finished the remote work course today, feeling proud Thanks in advance!",safe,original
last chance to get Netflix account FREE Don't miss out!!! — no credit card required,spam,original
buy wireless earbuds for just $1.99 Don't miss out!!!,spam,original
you've been selected for a FREE Netflix account Limited time offer! — free shipping worldwide,spam,original
exclusive deal: PlayStation 5 for 95% OFF Offer expires today! — no credit card required,spam,original
exclusive deal: gaming chair for 95% OFF Act now! — no credit card required,spam,original
"Honestly, you are absolutely  pathetic",toxic,original
last chance to get Netflix account FREE Limited time offer! — click bit.ly link,spam,original
Does anyone have experience with photography? Looking forward to your reply.,safe,original
get a 90% discount on camera Click the link to claim!,spam,original
get a 90% discount on Samsung TV — click bit.ly link,spam,original
"No offense but nobody likes you, completely  loser Stop talking.",toxic,original
"Sharing my notes on Docker, hope they help someone — no rush, whenever you have time",safe,original
exclusive deal: MacBook Pro for 95% OFF 100% guaranteed!!! — click bit.ly link,spam,original
"Look, you are utterly  worthless Do everyone a favor and be quiet.",toxic,original
You're today's lucky winner! Claim your free reward now!,spam,original
claim your FREE Samsung TV now! Limited time offer! — reply YES to claim,spam,original
last chance to get tablet FREE Click here NOW!!! — free shipping worldwide,spam,original
"To be frank, you are completely  an idiot Get lost.",toxic,original
you are genuinely  stupid Nobody asked you.,toxic,original
Highly recommend checking out machine learning if you haven't Looking forward to your reply.,safe,original
"Seriously, your work is  garbage Do everyone a favor and be quiet.",toxic,original
buy VPN subscription for just $1.99 100% guaranteed!!!,spam,original
crypto course giveaway — you are the lucky winner! Act now! (sent from a verified winner account),spam,original
you've been selected for a FREE laptop Click the link to claim! (sent from a verified winner account),spam,original
Finally understood cooking pasta after weeks of struggling Cheers!,safe,original
"you've been selected for a FREE gaming chair Hurry, only 3 left! — no credit card required",spam,original
claim your FREE MacBook Pro now! Limited time offer! — no credit card required,spam,original
"I'm curious about Docker — no rush, whenever you have time",safe,original
"Honestly, you sound completely  ridiculous You always mess everything up.",toxic,original
exclusive deal: gaming chair for 95% OFF Click here NOW!!! — free shipping worldwide,spam,original
get a 90% discount on crypto course Click here NOW!!!,spam,original
"I finished the system design course today, feeling proud Would love to hear your thoughts.",safe,original
"Hello, how are you?",safe,original
"Thanks for organizing this, it was a very productive session.",safe,original
you are absolutely  clueless Nobody asked you.,toxic,original
"Sharing my notes on machine learning, hope they help someone (genuinely asking)",safe,original
Does anyone have experience with React? (genuinely asking),safe,original
"Sharing my notes on learning Spanish, hope they help someone",safe,original
"The presentation went really well, the clients seemed impressed.",safe,original
"Look, your work is  garbage Get lost.",toxic,original
smart watch giveaway — you are the lucky winner! 100% guaranteed!!! — no credit card required,spam,original
exclusive deal: tablet for 95% OFF Act now! — click bit.ly link,spam,original
"Just read a great article about chess — no rush, whenever you have time",safe,original
buy gaming chair for just $1.99 Offer expires today! (sent from a verified winner account),spam,original
"Can someone explain hiking to me? — no rush, whenever you have time",safe,original
buy gaming chair for just $1.99 Offer expires today! — click bit.ly link,spam,original
gaming chair giveaway — you are the lucky winner! Click here NOW!!! — click bit.ly link,spam,original
What do you think about TypeScript? Have a good one!,safe,original
last chance to get drone FREE Offer expires today! — free shipping worldwide,spam,original
"Look, your work is totally  garbage",toxic,original
Free gift card giveaway! Limited spots! Act now and win!,spam,original
"Honestly, you are  worthless Do everyone a favor and be quiet.",toxic,original
No offense but you are absolutely  clueless Get lost.,toxic,original
"Slowly getting better at FastAPI, one day at a time Looking forward to your reply.",safe,original
buy camera for just $1.99 — no credit card required,spam,original
get a 90% discount on iPhone Act now! (sent from a verified winner account),spam,original
this is the completely  dumbest thing I have ever read You always mess everything up.,toxic,augmented:toxic
get a 90% discount on iPhone 100% guaranteed!!! — free shipping worldwide,spam,original
laptop giveaway — you are the lucky winner! Limited time offer! — reply YES to claim,spam,original
system design keeps surprising me with new depths Would love to hear your thoughts.,safe,original
"Slowly getting better at time management, one day at a time Cheers!",safe,original
I've been practicing machine learning for three months now,safe,original
Our team shipped a new unit testing feature yesterday Would love to hear your thoughts.,safe,original
you are absolutely  clueless Stop talking.,toxic,original
you've been selected for a FREE wireless earbuds Act now! — click bit.ly link,spam,original
"No offense but nobody likes you,  loser Stop talking.",toxic,original
Incremental test example unique text,safe,original
you clearly have  zero brains,toxic,original
Finally understood unit testing after weeks of struggling Would love to hear your thoughts.,safe,original
Could you help me with career switching?,safe,original
get a 90% discount on MacBook Pro Limited time offer!,spam,original
you've been selected for a FREE wireless earbuds Limited time offer! (sent from a verified winner account),spam,original
Is open source contributions worth learning this year?,safe,original
"Sharing my notes on hiking, hope they help someone Would love to hear your thoughts.",safe,original
"Working on time management this week, it's challenging but fun (genuinely asking)",safe,original
Finally understood Docker after weeks of struggling Any input is welcome.,safe,original
you are totally  clueless Nobody asked you.,toxic,original
Can someone explain SQL optimization to me?,safe,original
Finally understood SQL optimization after weeks of struggling (genuinely asking),safe,original
Where can I find good resources on machine learning?,safe,original
"Honestly, your opinion is  worthless trash Stop talking.",toxic,original
you are  pathetic I have no respect for you.,toxic,original
Could you help me with remote work? Cheers!,safe,original
buy PlayStation 5 for just $1.99 Click here NOW!!! — free shipping worldwide,spam,original
"Look, you sound utterly  ridiculous Do everyone a favor and be quiet.",toxic,original
"Working on cooking pasta this week, it's challenging but fun Any input is welcome.",safe,original
PlayStation 5 giveaway — you are the lucky winner! Click here NOW!!! — click bit.ly link,spam,original
exclusive deal: crypto course for 95% OFF Click the link to claim! — no credit card required,spam,original
win a FREE PlayStation 5! Don't miss out!!! — reply YES to claim,spam,original
"buy gaming chair for just $1.99 Hurry, only 3 left! — no credit card required",spam,original
Finally understood SQL optimization after weeks of struggling,safe,original
Could you help me with time management? Any input is welcome.,safe,original
"To be frank, you are  an idiot Get lost.",toxic,original
"Look, your opinion is  worthless trash Get lost.",toxic,original
Could you help me with Kubernetes?,safe,original
buy PlayStation 5 for just $1.99 Click the link to claim!,spam,original
"Sharing my notes on career switching, hope they help someone Would love to hear your thoughts.",safe,original
buy gaming chair for just $1.99 Act now! — reply YES to claim,spam,original
exclusive deal: smart watch for 95% OFF Click the link to claim!,spam,original
get a 90% discount on Amazon gift card Click here NOW!!! — free shipping worldwide,spam,original
I've been practicing learning Spanish for three months now Cheers!,safe,original
"Look, you clearly have  zero brains Do everyone a favor and be quiet.",toxic,original
you are totally  clueless You always mess everything up.,toxic,original
"exclusive deal: gaming chair for 95% OFF Hurry, only 3 left! — free shipping worldwide",spam,original
"Seriously, nobody likes you, utterly  loser Go away.",toxic,original
"Finally understood public speaking after weeks of struggling — no rush, whenever you have time",safe,original
Finally understood career switching after weeks of struggling Thanks in advance!,safe,original
exclusive deal: PlayStation 5 for 95% OFF Offer expires today!,spam,original
"Honestly, you are  an idiot",toxic,original
this is the utterly  dumbest thing I have ever read Do everyone a favor and be quiet.,toxic,augmented:toxic
wireless earbuds giveaway — you are the lucky winner! Click the link to claim!,spam,original
"Seriously, you clearly have totally  zero brains You always mess everything up.",toxic,original
buy VPN subscription for just $1.99 Act now! — reply YES to claim,spam,original
TypeScript keeps surprising me with new depths Thanks in advance!,safe,original
Highly recommend checking out SQL optimization if you haven't Have a good one!,safe,original
Just read a great article about FastAPI Looking forward to your reply.,safe,original
No offense but you are absolutely  clueless You always mess everything up.,toxic,original
claim your FREE gaming chair now! Click the link to claim! — free shipping worldwide,spam,original
"Look, you are totally  worthless You always mess everything up.",toxic,original
Just read a great article about remote work Would love to hear your thoughts.,safe,original
Just read a great article about photography Looking forward to your reply.,safe,original
claim your FREE PlayStation 5 now! 100% guaranteed!!! — free shipping worldwide,spam,original
"Seriously, you are totally  useless Stop talking.",toxic,original
claim your FREE Amazon gift card now! 100% guaranteed!!! — reply YES to claim,spam,original
Can someone explain time management to me? Any input is welcome.,safe,original
exclusive deal: crypto course for 95% OFF Offer expires today! (sent from a verified winner account),spam,original
No offense but you are  worthless Do everyone a favor and be quiet.,toxic,original
No offense but your opinion is utterly  worthless trash Get lost.,toxic,original
No offense but you are genuinely  an idiot Nobody asked you.,toxic,original
"I finished the time management course today, feeling proud Looking forward to your reply.",safe,original
"Seriously, you clearly have absolutely  zero brains You always mess everything up.",toxic,original
tablet giveaway — you are the lucky winner! Act now!,spam,original
get a 90% discount on crypto course Limited time offer!,spam,original
you've been selected for a FREE Netflix account Don't miss out!!! — click bit.ly link,spam,original
No offense but you clearly have utterly  zero brains Get lost.,toxic,original
"last chance to get laptop FREE Hurry, only 3 left! — reply YES to claim",spam,original
your work is  garbage Nobody asked you.,toxic,original
No offense but your opinion is genuinely  worthless trash Do everyone a favor and be quiet.,toxic,original
What do you think about system design? (genuinely asking),safe,original
"Seriously, your opinion is absolutely  worthless trash You always mess everything up.",toxic,original
I'm curious about system design Have a good one!,safe,original
you are totally  pathetic Stop talking.,toxic,original
No offense but you are utterly  worthless You always mess everything up.,toxic,original
Where can I find good resources on unit testing? Any input is welcome.,safe,original
"To be frank, you are genuinely  pathetic Do everyone a favor and be quiet.",toxic,original
"claim your FREE smart watch now! Hurry, only 3 left! — click bit.ly link",spam,original
"To be frank, you sound totally  ridiculous Get lost.",toxic,original
Any advice on Python? Any input is welcome.,safe,original
buy Samsung TV for just $1.99 — reply YES to claim,spam,original
claim your FREE Samsung TV now! 100% guaranteed!!! (sent from a verified winner account),spam,original
get a 90% discount on wireless earbuds Click here NOW!!! — free shipping worldwide,spam,original
"Working on photography this week, it's challenging but fun — no rush, whenever you have time",safe,original
exclusive deal: iPhone for 95% OFF Offer expires today! — reply YES to claim,spam,original
"nobody likes you, utterly  loser Go away.",toxic,original
"Look, your work is absolutely  garbage Get lost.",toxic,original
React keeps surprising me with new depths Looking forward to your reply.,safe,original
claim your FREE Netflix account now! Don't miss out!!! — no credit card required,spam,original
get a 90% discount on wireless earbuds Don't miss out!!! — free shipping worldwide,spam,original
Is open source contributions worth learning this year? Thanks in advance!,safe,original
you've been selected for a FREE Netflix account Click here NOW!!! — free shipping worldwide,spam,original
"Sharing my notes on hiking, hope they help someone Looking forward to your reply.",safe,original
"I finished the chess course today, feeling proud Cheers!",safe,original
last chance to get smart watch FREE Act now! — click bit.ly link,spam,original
"Slowly getting better at SQL optimization, one day at a time Any input is welcome.",safe,original
"Working on chess this week, it's challenging but fun",safe,original
"Honestly, you are totally  clueless Stop talking.",toxic,original
you've been selected for a FREE drone — reply YES to claim,spam,original
What do you think about system design?,safe,original
"Look, that was totally  pathetic and sad Get lost.",toxic,original
I've been practicing TypeScript for three months now Any input is welcome.,safe,original
"I finished the learning Spanish course today, feeling proud",safe,original
"Seriously, you are absolutely  worthless Go away.",toxic,original
"Working on remote work this week, it's challenging but fun Would love to hear your thoughts.",safe,original
last chance to get camera FREE Claim before it's gone! — reply YES to claim,spam,original
you've been selected for a FREE drone 100% guaranteed!!! — free shipping worldwide,spam,original
"To be frank, you are absolutely  clueless Nobody asked you.",toxic,original
Can someone explain hiking to me?,safe,original
"Seriously, you sound absolutely  ridiculous Go away.",toxic,original
"get a 90% discount on Netflix account Hurry, only 3 left!",spam,original
"Look, your opinion is genuinely  worthless trash Do everyone a favor and be quiet.",toxic,original
Can someone explain career switching to me? Any input is welcome.,safe,original
"Honestly, you are genuinely  stupid Go away.",toxic,original
No offense but you are absolutely  useless Go away.,toxic,original
get a 90% discount on Amazon gift card Limited time offer! (sent from a verified winner account),spam,original
last chance to get PlayStation 5 FREE Limited time offer! — reply YES to claim,spam,original
"Sharing my notes on photography, hope they help someone Cheers!",safe,original
"To be frank, nobody likes you, utterly  loser Get lost.",toxic,original
"Sharing my notes on photography, hope they help someone Thanks in advance!",safe,original
Finally understood career switching after weeks of struggling Have a good one!,safe,original
claim your FREE Netflix account now! Offer expires today! — click bit.ly link,spam,original
No offense but you are  pathetic I have no respect for you.,toxic,original
I'm curious about system design (genuinely asking),safe,original
The package arrived earlier than expected. Great service!,safe,original
"To be frank, you are genuinely  useless I have no respect for you.",toxic,original
"Seriously, your work is totally  garbage Go away.",toxic,original
"Working on FastAPI this week, it's challenging but fun Have a good one!",safe,original
Any advice on remote work? (genuinely asking),safe,original
"Honestly, you are utterly  pathetic Nobody asked you.",toxic,original
Could you help me with Docker? Thanks in advance!,safe,original
you've been selected for a FREE PlayStation 5 Click the link to claim! — no credit card required,spam,original
"Honestly, you are genuinely  clueless I have no respect for you.",toxic,original
you clearly have genuinely  zero brains Go away.,toxic,original
"Slowly getting better at chess, one day at a time Any input is welcome.",safe,original
win a FREE gaming chair! Click the link to claim! — reply YES to claim,spam,original
"Working on open source contributions this week, it's challenging but fun (genuinely asking)",safe,original
No offense but you sound totally  ridiculous Nobody asked you.,toxic,original
win a FREE camera! Don't miss out!!! — click bit.ly link,spam,original
Where can I find good resources on SQL optimization? Thanks in advance!,safe,original
"you've been selected for a FREE VPN subscription Hurry, only 3 left! — reply YES to claim",spam,original
"Look, you are totally  useless",toxic,original
Does anyone have experience with public speaking? Looking forward to your reply.,safe,original
you are totally  stupid,toxic,augmented:toxic
Can someone explain Python to me? Thanks in advance!,safe,original
What a braindead take. You must be genuinely stupid.,toxic,original
exclusive deal: crypto course for 95% OFF Offer expires today! — click bit.ly link,spam,original
last chance to get tablet FREE 100% guaranteed!!! — free shipping worldwide,spam,original
"get a 90% discount on MacBook Pro Hurry, only 3 left!",spam,original
No offense but you sound genuinely  ridiculous Go away.,toxic,original
remote work keeps surprising me with new depths Cheers!,safe,original
"Honestly, you clearly have genuinely  zero brains Nobody asked you.",toxic,original
last chance to get gaming chair FREE Click here NOW!!!,spam,original
"Look, shut up already, nobody cares what you think",toxic,augmented:toxic
I'm curious about React,safe,original
"Working on SQL optimization this week, it's challenging but fun",safe,original
"I finished the Kubernetes course today, feeling proud Would love to hear your thoughts.",safe,original
Thanks for the update,safe,original
"Working on machine learning this week, it's challenging but fun Looking forward to your reply.",safe,original
"Slowly getting better at FastAPI, one day at a time — no rush, whenever you have time",safe,original
"Seriously, nobody likes you, absolutely  loser I have no respect for you.",toxic,original
Any advice on career switching? Any input is welcome.,safe,original
"Working on machine learning this week, it's challenging but fun Cheers!",safe,original
What do you think about learning Spanish? Cheers!,safe,original
"nobody likes you, absolutely  loser Do everyone a favor and be quiet.",toxic,original
you sound absolutely  ridiculous Do everyone a favor and be quiet.,toxic,original
What do you think about chess?,safe,original
your work is utterly  garbage,toxic,original
No offense but you are utterly  worthless Go away.,toxic,original
"Honestly, you are absolutely  stupid Nobody asked you.",toxic,original
No offense but you clearly have  zero brains You always mess everything up.,toxic,original
exclusive deal: tablet for 95% OFF Limited time offer! — no credit card required,spam,original
exclusive deal: PlayStation 5 for 95% OFF Click the link to claim!,spam,original
"Look, you are absolutely  worthless Stop talking.",toxic,original
Finally understood remote work after weeks of struggling (genuinely asking),safe,original
claim your FREE wireless earbuds now! Don't miss out!!! — reply YES to claim,spam,original
get a 90% discount on drone Click the link to claim! — reply YES to claim,spam,original
get a 90% discount on Amazon gift card Limited time offer!,spam,original
"Honestly, you are utterly  useless You always mess everything up.",toxic,original
"I finished the SQL optimization course today, feeling proud Looking forward to your reply.",safe,original
"Sharing my notes on remote work, hope they help someone",safe,original
What do you think about remote work? Looking forward to your reply.,safe,original
"Look, you are  worthless Stop talking.",toxic,original
buy Netflix account for just $1.99 Click the link to claim! (sent from a verified winner account),spam,original
claim your FREE laptop now! Offer expires today! — no credit card required,spam,original
"Sharing my notes on career switching, hope they help someone Looking forward to your reply.",safe,original
get a 90% discount on VPN subscription Click the link to claim! — click bit.ly link,spam,original
get a 90% discount on smart watch Offer expires today! — reply YES to claim,spam,original
claim your FREE wireless earbuds now! 100% guaranteed!!! — reply YES to claim,spam,original
last chance to get wireless earbuds FREE Click here NOW!!! — no credit card required,spam,original
"I've been practicing Python for three months now — no rush, whenever you have time",safe,original
What do you think about hiking? Looking forward to your reply.,safe,original
"To be frank, you are  worthless Get lost.",toxic,original
wireless earbuds giveaway — you are the lucky winner! Click the link to claim! — click bit.ly link,spam,original
buy drone for just $1.99 Limited time offer!,spam,original
"Seriously, your work is absolutely  garbage Stop talking.",toxic,original
